# R  E_0  E_1  E_2  E_3  E_4  E_5  E_6
1.153082554327627074e+00 -1.458614477188171499e-01 -9.079725396727736375e-02 -5.022878957211374812e-02 -2.310703427939910307e-02 -8.007555231343719757e-03 -1.717031574402782439e-03 -1.202531000517841747e-04
1.128721655292536319e+00 -1.546511359153507903e-01 -9.509341430313206223e-02 -5.191619105263079598e-02 -2.356771273080572604e-02 -8.081647536667095275e-03 -1.721899087924254074e-03 -1.202531000518769689e-04
1.105368793458897825e+00 -1.635062169331782389e-01 -9.928374878400032799e-02 -5.350134793660501348e-02 -2.398375257742228067e-02 -8.146652180133719459e-03 -1.726096178207773505e-03 -1.202531000518038530e-04
1.082962669267163447e+00 -1.723663546742708053e-01 -1.033365293195198792e-01 -5.497719996858305841e-02 -2.435673292899947009e-02 -8.203433557520973390e-03 -1.729707353378895189e-03 -1.202531000517821961e-04
1.061446854645961446e+00 -1.811730880191071702e-01 -1.072255924534760152e-01 -5.634033893534041298e-02 -2.468907683997739050e-02 -8.252868483449332659e-03 -1.732810201814523202e-03 -1.202531000518415155e-04
1.040769318516494568e+00 -1.898719876469644186e-01 -1.109312472923852932e-01 -5.759085305920949582e-02 -2.498384579865239874e-02 -8.295822280595348611e-03 -1.735475701976115252e-03 -1.202531000519321954e-04
1.020882006697708011e+00 -1.984138510399567068e-01 -1.144401177180652124e-01 -5.873170211248806422e-02 -2.524448275434223316e-02 -8.333122598809127382e-03 -1.737767668761982295e-03 -1.202531000518540245e-04
1.001740469072126105e+00 -2.067555315916120018e-01 -1.177446110830637910e-01 -5.976791846748886333e-02 -2.547450953613152741e-02 -8.365526145583116607e-03 -1.739741914527355264e-03 -1.202531000518465164e-04
9.833035279235594617e-01 -2.148599232657581459e-01 -1.208417808624380196e-01 -6.070585981871302189e-02 -2.567737074813120773e-02 -8.393712127203099838e-03 -1.741446541463320371e-03 -1.202531000517718826e-04
9.655329822381938376e-01 -2.226958356168923236e-01 -1.237323645767544750e-01 -6.155247626809487449e-02 -2.585623076128616346e-02 -8.418268707563897682e-03 -1.742922364385769869e-03 -1.202531000518229485e-04
9.483933435002376289e-01 -2.302379284603463527e-01 -1.264201002547025998e-01 -6.231507792667149992e-02 -2.601401059595250670e-02 -8.439707200684536115e-03 -1.744203743522091928e-03 -1.202531000518161587e-04
9.318515991368613305e-01 -2.374661243727628490e-01 -1.289107654218375754e-01 -6.300086833353205074e-02 -2.615331028359663482e-02 -8.458466359929696712e-03 -1.745319798865021610e-03 -1.202531000518583748e-04
9.158770002945152422e-01 -2.443651257876274518e-01 -1.312115333356309310e-01 -6.361667826112260560e-02 -2.627638234841119316e-02 -8.474911236410868215e-03 -1.746294193993111303e-03 -1.202531000517867768e-04
9.004408710760685164e-01 -2.509242821969677184e-01 -1.333307156213287548e-01 -6.416903031308757166e-02 -2.638523286419280217e-02 -8.489358283903241861e-03 -1.747147293668610806e-03 -1.202531000518071598e-04
8.855164367488407295e-01 -2.571370562791567282e-01 -1.352773374481760771e-01 -6.466400426133731005e-02 -2.648161104867598550e-02 -8.502075991455458961e-03 -1.747895875664079402e-03 -1.202531000517638324e-04
8.710786687583704779e-01 -2.630005186306575427e-01 -1.370607620464236454e-01 -6.510715582196914542e-02 -2.656700187926046980e-02 -8.513285674093021629e-03 -1.748554034916269349e-03 -1.202531000518128654e-04
8.571041446606425529e-01 -2.685152134012385727e-01 -1.386906577705730170e-01 -6.550364117849943879e-02 -2.664273805340378054e-02 -8.523184653251147241e-03 -1.749133888121119119e-03 -1.202531000517780219e-04
8.435709213238956616e-01 -2.736845424737328614e-01 -1.401766500811069127e-01 -6.585810052971188822e-02 -2.670995223105525687e-02 -8.531937717742259578e-03 -1.749645751570086958e-03 -1.202531000518996965e-04
8.304584199561667601e-01 -2.785144081853102582e-01 -1.415282632396020202e-01 -6.617474241289755810e-02 -2.676962226498694544e-02 -8.539680544957860969e-03 -1.750097407491128451e-03 -1.202531000519036267e-04
8.177473216915315257e-01 -2.830130845332498035e-01 -1.427549272310341399e-01 -6.645742925572593884e-02 -2.682262195681993713e-02 -8.546539493280561062e-03 -1.750497199092553371e-03 -1.202531000517833616e-04
