# R  E_0  E_1  E_2  E_3  E_4  E_5  E_6
1.040769318516494568e+00 -8.017149985520446998e-02 -6.728443561228575343e-02 -3.828093867879989870e-02 -1.859357934836543616e-02 -6.880865775327864309e-03 -1.563640345169043993e-03 -1.202531000519321954e-04
1.020882006697708011e+00 -7.273388007106526554e-02 -6.386718912231288681e-02 -3.760589967242600196e-02 -1.851849415811326893e-02 -6.880078939793827369e-03 -1.563640345169043993e-03 -1.202531000518540245e-04
1.001740469072126105e+00 -6.694404806558509891e-02 -6.348882912008863011e-02 -3.651259935675572194e-02 -1.845840214765365889e-02 -6.895095753480686221e-03 -1.563640345169044210e-03 -1.202531000518465164e-04
9.833035279235594617e-01 -5.388723807431494706e-02 -5.883486256616574789e-02 -3.722015631014013309e-02 -1.858580948400465754e-02 -6.886530601191840316e-03 -1.563640345169043993e-03 -1.202531000517718826e-04
9.655329822381938376e-01 -3.787932345769193243e-02 -5.821785289029479671e-02 -3.786414378460953301e-02 -1.880395659234907965e-02 -6.892292315954069715e-03 -1.563640345169043993e-03 -1.202531000518229485e-04
9.483933435002376289e-01 -3.267125028749320870e-02 -5.603483240770015805e-02 -3.601632120960107653e-02 -1.884952868998686012e-02 -6.908458121439483603e-03 -1.563640345169043993e-03 -1.202531000518161587e-04
9.318515991368613305e-01 -2.705883513534093621e-02 -5.541081579708763416e-02 -3.502500595969962327e-02 -1.858206892239860908e-02 -6.908058524842945053e-03 -1.563640345169043776e-03 -1.202531000518583748e-04
9.158770002945152422e-01 -6.521903332424888733e-03 -5.702068945557678403e-02 -3.652234142421634244e-02 -1.845089781234664217e-02 -6.875973614151575583e-03 -1.563640345169043993e-03 -1.202531000517867768e-04
9.004408710760685164e-01 2.530362395144319931e-02 -4.700093166817125023e-02 -3.513719462065925669e-02 -1.813029042236486213e-02 -6.883475664850143699e-03 -1.563640345169043993e-03 -1.202531000518071598e-04
8.855164367488407295e-01 2.863076124939289979e-02 -4.968049549245433238e-02 -3.578474202936975102e-02 -1.838916172822267769e-02 -6.889015820623014055e-03 -1.563640345169043993e-03 -1.202531000517638324e-04
8.710786687583704779e-01 2.829550673473724132e-02 -4.966796712573792738e-02 -3.611091027676145704e-02 -1.853678748332671100e-02 -6.912453900058086916e-03 -1.563640345169043993e-03 -1.202531000518128654e-04
8.571041446606425529e-01 6.470129073840258371e-02 -4.765860419262928083e-02 -3.620173271013335525e-02 -1.847191411493056407e-02 -6.915628860011489160e-03 -1.563640345169043993e-03 -1.202531000517780219e-04
8.435709213238956616e-01 7.448831895684804305e-02 -3.983005813722306776e-02 -3.433812520425164744e-02 -1.792787141104299278e-02 -6.910249508392314610e-03 -1.563640345169044210e-03 -1.202531000518996965e-04
8.304584199561667601e-01 6.256131807806386558e-02 -4.409094191245256644e-02 -3.477575730748818511e-02 -1.869434044805352857e-02 -6.887461757899063924e-03 -1.563640345169043993e-03 -1.202531000519036267e-04
8.177473216915315257e-01 7.063174384660181326e-02 -4.572826859496395557e-02 -3.244216179020922852e-02 -1.826098430729868743e-02 -6.932282447534297495e-03 -1.563640345169043993e-03 -1.202531000517833616e-04
